id,date,user,pc,activity
{Q5G7-Z1YN28OQ-8104OETZ},02/15/2010 08:34:55,MDH0580,PC-4579,Connect
{G8C9-Z4OU20CF-1150QJCQ},02/15/2010 08:36:40,MTB0620,PC-9348,Disconnect
{R7F0-R9DD77JF-7440UGQH},02/15/2010 08:36:48,JBD0616,PC-1479,Connect
{I8R4-T8QZ29MT-3713TSQM},02/15/2010 08:37:45,PMC0328,PC-7219,Connect
{X9R7-B5UP66LW-4060OYRI},02/15/2010 08:37:59,TSR0676,PC-9227,Disconnect
{I8T5-V3PC37CI-6240JWKZ},02/15/2010 08:38:00,XAA0104,PC-7435,Disconnect
{O2S0-G1KH69WJ-1771TSBZ},02/15/2010 08:38:03,LBH0942,PC-3640,Disconnect
{C1W6-U8NC90AS-9487DRNO},02/15/2010 08:39:27,MOH0273,PC-6699,Connect
{N2S0-E6VZ32MO-1028UTCF},02/15/2010 08:40:10,AIB0948,PC-8245,Disconnect
{P9F1-W5EO67RJ-5723TCXN},02/15/2010 08:40:21,HPH0075,PC-2417,Connect
{O4W1-M4YX27DJ-5889HJZS},02/15/2010 08:40:37,LRR0148,PC-4275,Disconnect
{L7F6-E4YC32EM-0413HTZO},02/15/2010 08:41:02,HCM0267,PC-7651,Connect
{W3Y9-D7BY36GC-5277VDJE},02/15/2010 08:41:59,CCL0068,PC-7699,Connect
{Q5W8-H1CT00UM-8028IARV},02/15/2010 08:42:51,JBD0616,PC-1479,Disconnect
{P5L2-U0YE15CL-7860TYER},02/15/2010 08:42:55,LBF0214,PC-3819,Connect
{K8Z0-C7OS31MA-7592DMCP},02/15/2010 08:43:03,HBO0413,PC-7384,Disconnect
{J8T6-C2NB99OV-0088TJDJ},02/15/2010 08:43:22,BSS0369,PC-3672,Connect
{T6G6-S2SO18MT-0100SLAT},02/15/2010 08:43:47,HCM0267,PC-7651,Disconnect
{N3C4-L9DQ92VU-6490FZOI},02/15/2010 08:44:28,BMG0917,PC-6688,Connect
{U2G4-P5AF03KF-0050CRGI},02/15/2010 08:44:48,KMB0922,PC-1725,Connect
{Y6A8-Y3NE74CQ-0262ULXZ},02/15/2010 08:44:50,THR0873,PC-4804,Disconnect
{I2X8-W8YS02DG-0044WMMC},02/15/2010 08:45:16,ESJ0670,PC-2321,Connect
{U9H7-H1DU56DR-1595UHKM},02/15/2010 08:47:18,TSR0676,PC-9227,Connect
{N4Q0-T9WD96BY-9257ZJGG},02/15/2010 08:47:53,IIW0249,PC-0843,Connect
{O4T6-P6ER71GN-6057LZJD},02/15/2010 08:48:49,MLL0598,PC-0189,Connect
{F8P0-D3KF15RM-6134VVDF},02/15/2010 08:49:03,VSS0154,PC-6055,Connect
{V1V9-Y7FY71SP-3349YNYP},02/15/2010 08:49:48,AVM0947,PC-0285,Connect
{J5N6-S7UX48QJ-0960PHRG},02/15/2010 08:50:33,HPH0075,PC-2417,Disconnect
{Z0W9-Y4KT87FB-0614RZTV},02/15/2010 08:51:15,BSS0369,PC-3672,Disconnect
{Y3K0-P1RW26VY-8999TQJC},02/15/2010 08:51:27,HAD0246,PC-0926,Connect
{K1Z7-A0FQ55WQ-9751WSAY},02/15/2010 08:51:37,AVM0947,PC-0285,Disconnect
{J1S1-H4QJ47KX-8545XEIW},02/15/2010 08:52:28,SCP0130,PC-2057,Connect
{Y6O0-J9JC77TS-3826NGCH},02/15/2010 08:52:29,SCP0130,PC-2057,Disconnect
{V0I3-W3VK76KK-1645XCUJ},02/15/2010 08:52:46,RNP0211,PC-1736,Disconnect
{D9M6-J9LL56CS-9707AOOI},02/15/2010 08:53:11,MDH0580,PC-4579,Disconnect
{Y3V7-K5KE32HK-6271XOUD},02/15/2010 08:53:49,AIB0948,PC-8245,Connect
{I9Z7-K4IC08TT-5342BPBU},02/15/2010 08:54:32,HCM0267,PC-7651,Connect
{W6J2-Y9LZ10TZ-3960SOWB},02/15/2010 08:54:58,VTT0385,PC-5027,Connect
{F3H2-M4VU45YM-3014KOQD},02/15/2010 08:55:20,AIB0948,PC-8245,Disconnect
{T3J9-U1WQ28UL-5170EUUO},02/15/2010 08:55:53,LBH0942,PC-3640,Connect
{T1Q3-H5NU47UC-4541YYQF},02/15/2010 08:56:42,CCL0068,PC-7699,Disconnect
{U1I2-T5DX03LY-5777VONW},02/15/2010 08:56:43,VCC0396,PC-4582,Connect
{Z2H3-Z0MQ77LI-7204RPOB},02/15/2010 08:56:46,DBB0384,PC-4243,Connect
{C9H1-N8OE03PG-9161EWAB},02/15/2010 08:57:55,RSC0089,PC-9929,Connect
{N9X9-T3XZ10SA-3444DWPB},02/15/2010 08:58:00,RSC0089,PC-9929,Disconnect
{Z4N5-G6XL16SH-6907CZCU},02/15/2010 08:58:46,LBH0942,PC-3640,Disconnect
{F3Z4-W6IW54DA-7727VQYW},02/15/2010 08:58:56,CHM0821,PC-7933,Connect
{O4F0-V7EX96DQ-8991GIDA},02/15/2010 08:59:02,HCM0267,PC-7651,Disconnect
{N8X5-S0AZ28YT-1690TQIZ},02/15/2010 09:00:23,BMG0917,PC-6688,Disconnect
{X6N1-K0OB88JX-6128HARZ},02/15/2010 09:01:30,MLL0598,PC-0189,Disconnect
{B6U3-Y5OW67PO-3158RDFZ},02/15/2010 09:02:13,HAD0246,PC-0926,Disconnect
{Q6J0-E0TL55DG-5463FECY},02/15/2010 09:02:22,MDM0625,PC-4984,Connect
{K7T5-R3YZ65OW-5543IUDD},02/15/2010 09:02:37,MOS0047,PC-5820,Connect
{Q1Z2-K1AA49PB-7609SGRS},02/15/2010 09:03:18,JJM0203,PC-0148,Connect
{O6H9-S2YC84UA-2498LMAK},02/15/2010 09:03:25,TSR0676,PC-9227,Disconnect
{R7Y9-S5AE91FA-8721BNBH},02/15/2010 09:04:15,VTT0385,PC-5027,Disconnect
{O0W4-O9KZ07SG-8795GUXH},02/15/2010 09:04:33,RSC0089,PC-9929,Connect
{G1P2-O9JT31WZ-7557NCNU},02/15/2010 09:04:40,SCP0130,PC-2057,Connect
{K3U5-F5LH82DB-1896LNQA},02/15/2010 09:05:13,IIW0249,PC-0843,Disconnect
{B1K3-C1AP81KB-9820XNBT},02/15/2010 09:05:15,RSC0089,PC-9929,Disconnect
{Q6F7-Q0MZ04OB-3211DFTF},02/15/2010 09:06:22,KKW0879,PC-2531,Connect
{E4A9-P8ER19YL-9679KEJY},02/15/2010 09:07:20,HCM0267,PC-7651,Connect
{Q4D9-V2YO95ML-0562APWZ},02/15/2010 09:08:48,CTA0020,PC-3118,Connect
{W0T9-L0CV15AQ-9032ZSEE},02/15/2010 09:09:25,BDI0533,PC-5883,Connect
{C3D5-W3VJ33BW-3032HIMR},02/15/2010 09:10:03,HCM0267,PC-7651,Disconnect
{R4O8-I3ON05FN-8932JADR},02/15/2010 09:10:05,JFC0557,PC-9179,Connect
{G5E4-H8NV70CH-5397VPPN},02/15/2010 09:10:34,MOH0273,PC-6699,Disconnect
{L1E0-K0UQ09TE-9005PVJG},02/15/2010 09:10:52,LBF0214,PC-3819,Disconnect
{S4M4-W4IL86RY-9042FLKS},02/15/2010 09:11:12,MOH0273,PC-6699,Connect
{W5C4-M8VI30OR-4286NVQU},02/15/2010 09:12:44,AMR0318,PC-6239,Disconnect
{H9E5-S9TD37KA-7806IUCV},02/15/2010 09:12:59,FSC0601,PC-9066,Connect
{H9C2-I8KJ95DL-3509WYTQ},02/15/2010 09:14:18,RAR0725,PC-4159,Connect
{Z7H8-L1AD64LV-4589XXHY},02/15/2010 09:14:28,HCM0267,PC-7651,Connect
{B1D7-D3AP54AG-5574SNPT},02/15/2010 09:16:21,MLL0598,PC-0189,Connect
{G5K5-X4RK96SI-6755MHVL},02/15/2010 09:16:28,KKW0879,PC-2531,Disconnect
{R9S9-M5OF35SC-3337IHLW},02/15/2010 09:17:28,HCM0267,PC-7651,Disconnect
{F0C2-Y4JU35MP-7618XOOB},02/15/2010 09:17:34,BVC0790,PC-0008,Connect
{I6Z5-K9SA87CY-1353TQUU},02/15/2010 09:17:45,JCG0316,PC-9245,Connect
{P3R5-O2BA11WC-4683HQEW},02/15/2010 09:18:10,HRL0540,PC-1117,Connect
{E9S2-T7ZX15ES-3590YKFQ},02/15/2010 09:18:17,JJH0613,PC-9171,Connect
{I4J7-D2KO14HU-2758WAGZ},02/15/2010 09:21:46,XHW0498,PC-9840,Disconnect
{A0M3-F9XK09HU-6936JWIL},02/15/2010 09:22:37,IIW0249,PC-0843,Connect
{Y1S8-E0WK37GW-5235PHYZ},02/15/2010 09:23:34,IBB0359,PC-4195,Connect
{F3F2-A8HX62QT-8050VQSQ},02/15/2010 09:23:35,JFC0557,PC-9179,Disconnect
{J2F8-X4JF29BU-6359HAIV},02/15/2010 09:24:38,PNL0301,PC-5611,Connect
{Z4B2-Y5AU46MZ-7291YLIL},02/15/2010 09:25:28,JDF0593,PC-6301,Connect
{G5D5-B1NF83PN-8590TPII},02/15/2010 09:25:48,HSB0196,PC-8001,Connect
{J2M9-F4IU20EH-8378ODUA},02/15/2010 09:26:19,EGD0132,PC-4211,Connect
{V9Z3-L7SW97VM-8802NJKW},02/15/2010 09:26:47,FSC0601,PC-9066,Disconnect
{W4B4-K2UH25AG-1500SHWK},02/15/2010 09:26:47,PDH0716,PC-0379,Connect
{K2H6-K1DP66CL-6939NCGZ},02/15/2010 09:27:07,RHO0732,PC-6232,Connect
{B8W8-C3MQ63XQ-5583OXEX},02/15/2010 09:27:33,WIF0691,PC-6390,Connect
{Y9E2-N8GO62WT-8135NXWR},02/15/2010 09:27:46,DRR0162,PC-5168,Connect
{H2N5-S7YS36QZ-5919YSNL},02/15/2010 09:28:00,MOH0273,PC-6699,Disconnect
{A1U9-X1HT83XA-3347KZXQ},02/15/2010 09:28:03,IBB0359,PC-4195,Disconnect
{L2S9-J2IJ99UI-5014FFPO},02/15/2010 09:28:17,KCO0122,PC-9174,Connect
{N4Z5-A5ZG14NZ-6919RERB},02/15/2010 09:28:29,MOH0273,PC-6699,Connect
{W3G0-G6WL21EQ-7814ENKR},02/15/2010 09:28:47,WXH0872,PC-9460,Connect
{Z3J3-G3PC50ZB-7798JPEH},02/15/2010 09:28:49,JNJ0556,PC-0576,Connect
{X7G2-H4GQ05EC-2460PMIV},02/15/2010 09:28:59,RAR0725,PC-4159,Disconnect
{P4D2-O6EA27TH-6766YCGI},02/15/2010 09:29:06,MOH0273,PC-6699,Disconnect
{B7L7-Z6LT48FL-7944YENO},02/15/2010 09:29:43,RHO0732,PC-6232,Disconnect
{J9F1-V9LV26KH-7800ACAR},02/15/2010 09:29:51,DLM0051,PC-0166,Connect
{L9Q1-C7OV22DV-3568USMH},02/15/2010 09:30:46,IBB0359,PC-4195,Connect
{F0E8-U8UT13YM-5278DNVY},02/15/2010 09:31:03,JDF0593,PC-6301,Disconnect
{C2T4-O7GK50PH-6895RMRM},02/15/2010 09:31:14,JNJ0556,PC-0576,Disconnect
{W8O1-P7OV42GG-2302YNAG},02/15/2010 09:31:24,DIB0081,PC-9524,Disconnect
{M0O2-T9FE20JD-5418NWXJ},02/15/2010 09:35:37,ABC0174,PC-5156,Connect
{W7Q7-A3WM36WW-3820NTEU},02/15/2010 09:35:52,BAL0044,PC-5179,Disconnect
{J0A7-V5BO49PR-7092PMGR},02/15/2010 09:36:15,MOH0273,PC-6699,Connect
{S5C5-J3HX20PB-1826NCGH},02/15/2010 09:36:37,BRB0355,PC-9896,Connect
{G8F8-U3AE30GZ-8784QETW},02/15/2010 09:37:49,BVC0790,PC-0008,Disconnect
{S6R0-I6ZJ62PD-1366CHKL},02/15/2010 09:38:15,HCM0267,PC-7651,Connect
{K0A1-U9IN37EE-2328MPOJ},02/15/2010 09:38:22,MDH0580,PC-4579,Connect
{S3O7-X1EM23QF-9433FWUV},02/15/2010 09:38:33,CAS0507,PC-8739,Connect
{Q1W9-B3YF14LK-6060KGHA},02/15/2010 09:39:30,HCM0267,PC-7651,Disconnect
{V7K8-C8XW58CZ-4963AZKA},02/15/2010 09:39:30,IIW0249,PC-0843,Disconnect
{O5A3-C0UR25WA-4756VBRE},02/15/2010 09:40:36,CTA0020,PC-3118,Disconnect
{L4Z5-T1RC17FE-7294CRAO},02/15/2010 09:41:11,MLL0598,PC-0189,Disconnect
{S9T3-J8HE89IP-4851QBZT},02/15/2010 09:41:56,HRL0540,PC-1117,Disconnect
{A9R0-V1JN45DZ-3080HHMX},02/15/2010 09:41:59,EGD0132,PC-4211,Disconnect
{R8G8-Q5XN08KG-4534EIHI},02/15/2010 09:43:16,SCP0130,PC-2057,Disconnect
{K9X1-J9QH88LR-6769MZMB},02/15/2010 09:44:26,PDH0716,PC-0379,Disconnect
{P5M3-P1PX44LA-2252PGXB},02/15/2010 09:45:00,JDF0593,PC-6301,Connect
{V7Q6-C2IW74WC-0229ZNJX},02/15/2010 09:46:13,AJF0370,PC-8651,Connect
{J9U2-J4PH80ZU-4551GGHD},02/15/2010 09:46:25,JBD0616,PC-1479,Connect
{F3R0-G3CU36NM-4460DPRZ},02/15/2010 09:46:47,BJP0134,PC-0898,Connect
{F0M2-W7OZ98WY-4775RQNC},02/15/2010 09:47:00,DBB0384,PC-4243,Disconnect
{V6U4-R9PV86OG-1617AZSZ},02/15/2010 09:47:12,JDB0169,PC-7502,Connect
{R4P3-T7XF41AW-8912KKTW},02/15/2010 09:47:40,CLB0774,PC-7029,Connect
{D5E1-H5MK08JY-7023TZUE},02/15/2010 09:48:00,KMB0922,PC-1725,Disconnect
{F2T8-W8EQ75LG-4254MUWV},02/15/2010 09:48:35,DBB0384,PC-4243,Connect
{F9Y9-N5BS44FB-6683RCNR},02/15/2010 09:48:53,MDM0625,PC-4984,Disconnect
{L8E2-O0VV17ML-4882WPSQ},02/15/2010 09:49:08,WXH0872,PC-9460,Disconnect
{F3E4-X8EA33CW-0972MSEL},02/15/2010 09:49:10,PNL0301,PC-5611,Disconnect
{Z9B9-A5BJ00IQ-2072AGYX},02/15/2010 09:49:24,DBB0384,PC-4243,Disconnect
{Z0D5-S0IG01AL-6001DUMJ},02/15/2010 09:49:44,BJP0134,PC-0898,Disconnect
{B8O0-M7WA42SZ-1781CBGC},02/15/2010 09:50:10,JBD0616,PC-1479,Disconnect
{P3F8-L5ZU96SG-0717WDRE},02/15/2010 09:50:23,AJF0370,PC-8651,Disconnect
{X1O4-F0KZ05QA-1116LEXF},02/15/2010 09:50:24,DLM0051,PC-0166,Disconnect
{A9N2-X0NQ89PS-5904KXKW},02/15/2010 09:51:32,CTA0020,PC-3118,Connect
{D6D5-B6DL35CA-3761ZYDK},02/15/2010 09:51:35,QRM0739,PC-7343,Connect
{T9K4-J8TX95LQ-5964SITL},02/15/2010 09:51:59,AJF0370,PC-8651,Connect
{W0Y1-Y9UC07BA-3899AJXI},02/15/2010 09:53:50,QRM0739,PC-7343,Disconnect
{Q7I5-Y8WX53UK-0947KIWR},02/15/2010 09:54:09,CLB0774,PC-7029,Disconnect
{F1P6-E9JT07ZJ-5613HAQB},02/15/2010 09:54:11,WIF0691,PC-6390,Disconnect
{X7F9-N1OB80EN-8345WSAD},02/15/2010 09:54:46,QRM0739,PC-7343,Connect
{O6Z0-O6VC88FB-1626OHBJ},02/15/2010 09:55:00,MDM0625,PC-4984,Connect
{G8I7-P4NV28NI-3802EOJR},02/15/2010 09:55:15,TSR0676,PC-9227,Connect
{L8B2-Y0ZZ54HO-9204GFVM},02/15/2010 09:55:20,KCO0122,PC-9174,Disconnect
{P2E3-W2ZF25XJ-4707JRXT},02/15/2010 09:56:10,MDM0625,PC-4984,Disconnect
{O8N6-D2ZR40KB-8251ZGHD},02/15/2010 09:56:50,DLM0051,PC-0166,Connect
{N9J4-R0ZT75KB-7926MCXD},02/15/2010 09:57:20,MOH0273,PC-6699,Disconnect
{A0M5-T6BA79NE-1769LHEJ},02/15/2010 09:57:41,ESJ0670,PC-2321,Disconnect
{N5Z9-J9LI34JB-6673UQDL},02/15/2010 09:57:56,JDB0169,PC-7502,Disconnect
{L7K4-M0AP84RH-0816PVUK},02/15/2010 09:57:57,CLB0774,PC-7029,Connect
{P1D4-F7UH18LY-5494GXPP},02/15/2010 09:58:07,CCL0068,PC-7699,Connect
{H7Q8-G2LH36MJ-4101GIZL},02/15/2010 09:58:34,IBB0359,PC-4195,Disconnect
{R9O4-X6KA77GU-6776SVPG},02/15/2010 09:58:41,KKW0879,PC-2531,Connect
{G2B3-H3EA96PM-2426ATKU},02/15/2010 09:59:09,ICH0294,PC-8526,Connect
{W1A2-G1JH11RL-8420YYDP},02/15/2010 09:59:11,PMV0850,PC-4547,Connect
{G6L3-W1SC47RA-5242ZOVF},02/15/2010 09:59:38,JMD0520,PC-1243,Connect
{W8O2-E5BL75DB-2891ERTO},02/15/2010 09:59:54,CTA0020,PC-3118,Disconnect
{X7R6-N8RL58YD-7175UYPJ},02/15/2010 10:00:01,CLB0774,PC-7029,Disconnect
{W0G7-F1QT38RD-3688RYRB},02/15/2010 10:00:23,CQW0652,PC-3449,Connect
{G8U1-L6GY93AY-4061ENDS},02/15/2010 10:01:11,QRM0739,PC-7343,Disconnect
{O0K4-S1LN92DJ-8078KLIT},02/15/2010 10:01:14,WIF0691,PC-6390,Connect
{E7D2-N2MH52MI-0667DRXM},02/15/2010 10:01:18,QRM0739,PC-7343,Connect
{O9M2-G0WY51GU-2799UKZO},02/15/2010 10:01:18,SAB0781,PC-8466,Connect
{H8F5-B7XV12JN-4512EWNO},02/15/2010 10:01:38,WIF0691,PC-6390,Disconnect
{J3Y1-N5DR02LU-9903KLHL},02/15/2010 10:02:00,SAB0781,PC-8466,Disconnect
{H7E2-S5NF48LM-9643FIBW},02/15/2010 10:02:07,QRM0739,PC-7343,Disconnect
{H9F0-N6BD86GZ-3208LCRX},02/15/2010 10:02:43,JJH0613,PC-9171,Disconnect
{S4U0-L4WC26CD-5040DWEL},02/15/2010 10:02:58,JMD0520,PC-1243,Disconnect
{Z4I9-F8VT59WA-6811LIXS},02/15/2010 10:03:20,QRM0739,PC-7343,Connect
{E7O6-U4FG11LU-4584TICS},02/15/2010 10:03:32,HPH0075,PC-2417,Connect
{R1W7-Q1LQ06JZ-4213VGPD},02/15/2010 10:03:34,QRM0739,PC-7343,Disconnect
{Z5L9-K1TB05UB-3968QCSJ},02/15/2010 10:05:08,AVM0947,PC-0285,Connect
{D4H5-Y0QA72ZQ-7282WQCY},02/15/2010 10:05:39,IBB0359,PC-4195,Connect
{W1D9-Z0KB65PG-8888HVTU},02/15/2010 10:05:59,JDB0169,PC-7502,Connect
{W9J6-P1UQ79HQ-2741WJJT},02/15/2010 10:06:30,QRM0739,PC-7343,Connect
{C7X4-I4SW85VT-3379NGIV},02/15/2010 10:07:56,QRM0739,PC-7343,Disconnect
{F8Z6-C4TE44SS-4687NEYL},02/15/2010 10:08:59,GKO0078,PC-4233,Connect
{Y0D8-K5CS78VB-2724EZEX},02/15/2010 10:09:06,TNM0961,PC-2030,Connect
{A7T3-M4FD63WP-7581MFXO},02/15/2010 10:09:35,BRB0355,PC-9896,Disconnect
{W7Z4-L5VT56OP-5410SNXB},02/15/2010 10:09:41,VSS0154,PC-6055,Disconnect
{M5J5-E8CM80WH-9389INKV},02/15/2010 10:10:13,JFC0557,PC-9179,Connect
{O0V1-Z1LX10AN-3388XNIB},02/15/2010 10:10:40,SAB0781,PC-8466,Connect
{G0C8-L7GL97GO-9025YHZN},02/15/2010 10:11:27,PMC0328,PC-7219,Disconnect
{Z2Z6-W0SL68LZ-4773LIQZ},02/15/2010 10:12:09,DBB0384,PC-4243,Connect
{N8T4-A2ED04YQ-0036LLXK},02/15/2010 10:13:25,HPH0075,PC-2417,Disconnect
{Q5J8-P1BA60WW-0235UMAH},02/15/2010 10:13:48,DLM0051,PC-0166,Disconnect
{L0Q4-L0DD05SX-9472HLTW},02/15/2010 10:14:21,JJH0613,PC-9171,Connect
{G2T9-L2HA28FU-2396GVKK},02/15/2010 10:14:33,HSB0196,PC-8001,Disconnect
{R8E6-H7MQ78LY-1715KNDG},02/15/2010 10:15:04,DLM0051,PC-0166,Connect
{C3Y4-B1UG99UT-8836ORDW},02/15/2010 10:15:27,IBB0359,PC-4195,Disconnect
{O7R3-B1IO19JC-3227MOMF},02/15/2010 10:15:38,KKW0879,PC-2531,Disconnect
{J2D4-O7QF40WU-6077OFUF},02/15/2010 10:16:09,MOS0047,PC-6031,Connect
{W9G9-A3AL13RM-2563YCJU},02/15/2010 10:16:10,KKW0879,PC-2531,Connect
{D8M2-J4QJ43WD-6964HGRR},02/15/2010 10:16:28,AJF0370,PC-8651,Disconnect
{Z9U6-X3BK73ZQ-1659DVMZ},02/15/2010 10:17:00,DBB0384,PC-4243,Disconnect
{D3K3-K3NH60ZQ-1516UCUY},02/15/2010 10:17:03,TNM0961,PC-2030,Disconnect
{I9X3-A7QC59LU-9581LFWH},02/15/2010 10:17:17,HSB0196,PC-8001,Connect
{A3G3-D5FM70OG-3691XRVA},02/15/2010 10:17:21,NDM0417,PC-9134,Connect
{E7E9-J3LA44UR-5238TPQD},02/15/2010 10:17:40,SGM0021,PC-1528,Connect
{J5K1-O9ZH90QQ-2110MROW},02/15/2010 10:18:19,BDI0533,PC-5883,Disconnect
{R6H2-R4GS79EP-4457XQPT},02/15/2010 10:18:19,MOS0047,PC-6031,Disconnect
{X1F6-S3SZ50UL-2871PEZG},02/15/2010 10:18:28,GKO0078,PC-4233,Disconnect
{Y9V9-Q1MF87CO-9742EWHD},02/15/2010 10:18:28,MLL0598,PC-0189,Connect
{X2Q4-C9ZW99HZ-9445XZUY},02/15/2010 10:19:31,SAB0781,PC-8466,Disconnect
{Y7U3-N8JJ41ZG-6368XFXU},02/15/2010 10:21:38,BJM0111,PC-6866,Connect
{S0K9-O7HI50RS-9515CHFL},02/15/2010 10:22:01,JJM0203,PC-0148,Disconnect
{T1A4-F1TJ42KM-2219YVVO},02/15/2010 10:22:37,KKW0879,PC-2531,Disconnect
{I8Z1-W6CS81IV-2827CANV},02/15/2010 10:22:41,NDM0417,PC-9134,Disconnect
{D6W2-W1VI79IL-8990YBCU},02/15/2010 10:23:35,PMV0850,PC-4547,Disconnect
{C3F1-W5DF94TO-0451XDRI},02/15/2010 10:23:55,JFC0557,PC-9179,Disconnect
{S9Z6-Y2VF86MY-8984DZTC},02/15/2010 10:25:46,TSR0676,PC-9227,Disconnect
{Y7I5-S2LB19QC-7077JPET},02/15/2010 10:26:12,BBG0325,PC-6609,Connect
{Y4Q6-H1AB50FT-3440HMRU},02/15/2010 10:27:36,MPM0220,PC-2344,Connect
{W7I8-Y2WN12SS-3610ODNC},02/15/2010 10:28:08,MPM0220,PC-2344,Disconnect
{E7V2-S2UF89KD-3622QYDR},02/15/2010 10:28:39,AVM0947,PC-0285,Disconnect
{Z6L6-N3EJ56GI-3678ZNRV},02/15/2010 10:28:40,QJR0688,PC-4835,Connect
{V7R0-J4AX76UQ-3417WJUP},02/15/2010 10:29:00,JDF0593,PC-6301,Disconnect
{K2W1-S2MX68RD-7886WHNF},02/15/2010 10:29:01,AJN0607,PC-8303,Connect
{Y1F4-H1JQ90QL-5456EVGN},02/15/2010 10:31:05,BRS0734,PC-4785,Connect
{B5K0-P8VJ08YM-4401ZYYL},02/15/2010 10:31:37,BBG0325,PC-6609,Disconnect
{I6X6-K8UR66RT-0207EHOS},02/15/2010 10:32:21,MLL0598,PC-0189,Disconnect
{D0R5-S2YZ83KK-3620WKYR},02/15/2010 10:34:35,MPM0220,PC-2344,Connect
{X1G2-X5SL43PS-3310YFVZ},02/15/2010 10:35:09,HRL0540,PC-1117,Connect
{J3Z8-N1TH53IZ-7240LPVX},02/15/2010 10:35:54,WXH0872,PC-9460,Connect
{Y5Z2-E1GW23DV-8025LIUS},02/15/2010 10:35:57,CAS0507,PC-8739,Disconnect
{D3N3-U1ID94XP-0827HLZT},02/15/2010 10:36:00,CGB0637,PC-8508,Connect
{S2F3-V8JD11KA-9414BLHV},02/15/2010 10:36:27,WXH0872,PC-9460,Disconnect
{Y9G4-Z6DH87GV-9574JTSA},02/15/2010 10:36:39,NWT0098,PC-4667,Connect
{D8V1-F7WO64WY-8769GGNV},02/15/2010 10:36:48,NKP0236,PC-5010,Connect
{C9F6-F8OJ18PB-5783GYPR},02/15/2010 10:37:16,RHL0992,PC-9040,Connect
{C4H9-Y8BR09YY-5835PSMB},02/15/2010 10:37:56,SGM0021,PC-1528,Disconnect
{V5U9-O4TQ19RU-8160OVOZ},02/15/2010 10:38:33,JNJ0556,PC-0576,Connect
{K7B9-L2IS66HO-0656JHNP},02/15/2010 10:38:42,CHM0821,PC-7933,Disconnect
{A7A4-K3XN46MK-8946TQRN},02/15/2010 10:38:44,JDB0169,PC-7502,Disconnect
{X3Y6-W4WW58SS-6776WSKO},02/15/2010 10:38:58,DRR0162,PC-5168,Disconnect
{M3I2-L0WM96GC-1504KDKC},02/15/2010 10:39:27,ABC0174,PC-5156,Disconnect
{F1Z3-O4MF83UV-2411ALIL},02/15/2010 10:39:31,JJH0613,PC-9171,Disconnect
{L1S6-J0BG96AL-1495TXIT},02/15/2010 10:39:54,CQW0652,PC-3449,Disconnect
{I3Y4-W3AN57ER-2420SDLT},02/15/2010 10:39:54,JNJ0556,PC-0576,Disconnect
{Y8D5-O7YI58FD-9456RPAV},02/15/2010 10:40:31,LBH0942,PC-3640,Connect
{M6L0-W8FI27MQ-7954EPRL},02/15/2010 10:40:40,ICH0294,PC-8526,Disconnect
{Q2A4-N4PC59CI-5258IQHQ},02/15/2010 10:41:00,BBG0325,PC-6609,Connect
{P4E0-L2CH94DF-7938EMJM},02/15/2010 10:41:08,PSF0133,PC-4925,Connect
{K2Y0-F6UU61DO-5848SIXV},02/15/2010 10:41:26,LBH0942,PC-3640,Disconnect
{M0J4-U1GW15HK-5947VRLX},02/15/2010 10:42:07,AKR0057,PC-2879,Connect
{Q1U3-T8OI15PF-3613NDBK},02/15/2010 10:42:52,JMD0520,PC-1243,Connect
{N6U4-F3PV37IK-3405MTTH},02/15/2010 10:43:16,TNM0961,PC-2030,Connect
{O2Q3-J0PX75KX-3815NOCJ},02/15/2010 10:43:22,MDM0625,PC-4984,Connect
{F6P7-V3CE27NU-7264HYZN},02/15/2010 10:44:59,SAA0999,PC-4559,Connect
{F4T9-X4SM52JC-8640UGOE},02/15/2010 10:45:37,RHL0992,PC-9040,Disconnect
{D2F8-G7SW12YB-0661KGVQ},02/15/2010 10:45:40,BDI0533,PC-5883,Connect
{P0B9-M2EU83MW-9015TSWA},02/15/2010 10:45:58,WIF0691,PC-6390,Connect
{F8X8-R3QD84XT-4414MTWU},02/15/2010 10:46:18,QJR0688,PC-4835,Disconnect
{B2G5-B3AT38OM-3890TZBL},02/15/2010 10:46:23,DLM0051,PC-0166,Disconnect
{O4K9-I7NL16NF-1982CIGH},02/15/2010 10:46:42,LCC0819,PC-8192,Connect
{E3B1-G1AJ70NJ-1698IDHF},02/15/2010 10:47:54,HMM0108,PC-8052,Connect
{B5E8-N6XN26TX-2373JQVJ},02/15/2010 10:47:54,ZKS0899,PC-8517,Connect
{K7D3-S0SB62UQ-0828MNXX},02/15/2010 10:49:23,CTA0020,PC-3118,Connect
{F5G2-W5SV44NL-8997YDRL},02/15/2010 10:49:48,BSS0369,PC-3672,Connect
{W4E1-I0JG33XK-2569HKMD},02/15/2010 10:49:58,BJM0111,PC-6866,Disconnect
{L5B5-B1RX79YU-7591KCPG},02/15/2010 10:51:06,ZKS0899,PC-8517,Disconnect
{E8J1-C1WI97SX-0792HVKI},02/15/2010 10:51:29,MDM0625,PC-4984,Disconnect
{Z6X9-H8IV44GU-8090BSIR},02/15/2010 10:51:33,DLM0051,PC-0166,Connect
